9.18				0.85
9.95				0.99
10.08				1.27
10.11				2.45
10.74				0.93
10.36				1.72
10.54				0.9
10.48				1.34
10.48				0.95
10.48				1.21
10.78				1.52
10.9				1.86
10.78				1.21
10.9				2.39
10.95				1.25
11.18				0.65
11.0				1.68
10.9				2.71
11.0				1.97
11.26				1.89
11.74				0.96
11.58				2.64
11.4				1.77
11.7				2.68
11.6				1.43
11.48				1.6
12.08				1.13
12.41				0.68
12.18				1.73
12.64				1.35

